date,chamber,timepoint,plant,T0,T3,Avg,Radius (cm),Height (cm),Ht (cm),Ht Adj (Cm),Vol (cm3),Vol (L),Area (cm2),Area (m2),time_min,ch4_ppm,c2o_ppm,n2o_ppm,ppm_min,ppm_min,ppm_min,uL,ug.ch4c.m2,mg.CH4-N.m-2 ,g.CH4-N.m-2,ug.co2c.m2,mg.CO2-N.m-2,g.CO2-N.m-2,ug.n2on.m2,mg.N2O-N.m-2,g.N2O-N.m-2,,,,
6/13/2016,18P,T1,P,24.8,33,28.9,4.1275,0,19.0,19.0,1017,1.017,54,0.005,30,3.642,257.082,0.326,0.007,0.833,0.000105269,29.45140033,281.9656963,0.281965696,0.02819657,19902.17847,19.90217847,1.990217847,58.80,0.0588,0.01,,,,
6/13/2016,,T2,P,24.8,33,28.9,4.1275,0,19.0,19.0,1017,1.017,54,0.005,60,3.892,206.090,0.324,,,,,,,,,,,,,,,,,
6/13/2016,,T3,P,24.8,33,28.9,4.1275,0,19.0,19.0,1017,1.017,54,0.005,120,4.147,311.997,0.334,,,,,,,,,,,,,,,,,
6/13/2016,,T4,P,24.8,33,28.9,4.1275,0,19.0,19.0,1017,1.017,54,0.005,180,4.664,353.024,,,,,,,,,,,,,,,,,,
6/28/2016,1N,T1,N,26.2,29,27.6,4.1275,0,18.5,18.5,990,0.990,54,0.005,30,0.897,189.839,0.140,0.010,1.645,0.001952699,24.55952224,81.06016981,0.08106017,0.008106017,17160.01678,17.16001678,1.716001678,29.53,0.0295,0.00,,,,
6/28/2016,,T2,N,26.2,29,27.6,4.1275,0,18.5,18.5,990,0.990,54,0.005,60,1.467,147.920,0.206,,,,,,,,,,,,,,,,,
6/28/2016,,T3,N,26.2,29,27.6,4.1275,0,18.5,18.5,990,0.990,54,0.005,120,2.205,256.473,0.317,,,,,,,,,,,,,,,,,
6/28/2016,,T4,N,26.2,29,27.6,4.1275,0,18.5,18.5,990,0.990,54,0.005,180,2.411,417.368,,,,,,,,,,,,,,,,,,
6/28/2016,1P,T1,P,26.1,28.8,27.45,4.1275,0,19.5,19.5,1044,1.044,54,0.005,30,4.593,501.447,0.320,-0.007,-1.219,-0.000966211,29.57990115,363.3264819,0.363326482,0.036332648,39668.39108,39.66839108,3.966839108,59.16,0.0592,0.01,,,,
6/28/2016,,T2,P,26.1,28.8,27.45,4.1275,0,19.5,19.5,1044,1.044,54,0.005,60,,,,,,,,,,,,,,,,,,,,
6/28/2016,,T3,P,26.1,28.8,27.45,4.1275,0,19.5,19.5,1044,1.044,54,0.005,120,3.610,331.688,0.203,,,,,,,,,,,,,,,,,
6/28/2016,,T4,P,26.1,28.8,27.45,4.1275,0,19.5,19.5,1044,1.044,54,0.005,180,3.536,327.116,0.180,,,,,,,,,,,,,,,,,
6/28/2016,2N,T1,N,26.5,28.8,27.65,4.1275,0,19.0,19.0,1017,1.017,54,0.005,30,228.796,358.681,0.329,-0.508,-0.567,2.01598E-05,24.58413509,21219.12284,21.21912284,2.121912284,33265.03806,33.26503806,3.326503806,71.13,0.0711,0.01,,,,
6/28/2016,,T2,N,26.5,28.8,27.65,4.1275,0,19.0,19.0,1017,1.017,54,0.005,60,,328.741,0.330,,,,,,,,,,,,,,,,,
6/28/2016,,T3,N,26.5,28.8,27.65,4.1275,0,19.0,19.0,1017,1.017,54,0.005,120,186.001,305.032,0.331,,,,,,,,,,,,,,,,,
6/28/2016,,T4,N,26.5,28.8,27.65,4.1275,0,19.0,19.0,1017,1.017,54,0.005,180,152.131,,,,,,,,,,,,,,,,,,,
6/28/2016,2P,T1,P,27.4,29.1,28.25,4.1275,0,18.0,18.0,963,0.963,54,0.005,30,18.413,243.372,0.321,0.190,0.065,-0.000104281,29.70840198,1338.723949,1.338723949,0.133872395,17694.74498,17.69474498,1.769474498,54.43,0.0544,0.01,,,,
6/28/2016,,T2,P,27.4,29.1,28.25,4.1275,0,18.0,18.0,963,0.963,54,0.005,60,29.498,233.991,0.321,,,,,,,,,,,,,,,,,
6/28/2016,,T3,P,27.4,29.1,28.25,4.1275,0,18.0,18.0,963,0.963,54,0.005,120,41.038,236.991,0.320,,,,,,,,,,,,,,,,,
6/28/2016,,T4,P,27.4,29.1,28.25,4.1275,0,18.0,18.0,963,0.963,54,0.005,180,47.924,251.348,0.305,,,,,,,,,,,,,,,,,
6/28/2016,3N,T1,N,26.3,28.7,27.5,4.1275,0,18.5,18.5,990,0.990,54,0.005,30,2.593,250.531,0.341,-0.003,0.739,-3.20168E-05,24.56772652,234.2724428,0.234272443,0.023427244,22638.56366,22.63856366,2.263856366,71.98,0.0720,0.01,,,,
6/28/2016,,T2,N,26.3,28.7,27.5,4.1275,0,18.5,18.5,990,0.990,54,0.005,60,2.439,249.713,,,,,,,,,,,,,,,,,,
6/28/2016,,T3,N,26.3,28.7,27.5,4.1275,0,18.5,18.5,990,0.990,54,0.005,120,2.305,,0.344,,,,,,,,,,,,,,,,,
6/28/2016,,T4,N,26.3,28.7,27.5,4.1275,0,18.5,18.5,990,0.990,54,0.005,180,,353.757,0.336,,,,,,,,,,,,,,,,,
6/28/2016,3P,T1,P,28.7,30.1,29.4,4.1275,0,19.0,19.0,1017,1.017,54,0.005,30,4.963,387.171,0.328,0.036,0.432,-6.74278E-05,29.8369028,379.2662289,0.379266229,0.037926623,29585.82174,29.58582174,2.958582174,58.44,0.0584,0.01,,,,
6/28/2016,,T2,P,28.7,30.1,29.4,4.1275,0,19.0,19.0,1017,1.017,54,0.005,60,6.801,400.934,0.325,,,,,,,,,,,,,,,,,
6/28/2016,,T3,P,28.7,30.1,29.4,4.1275,0,19.0,19.0,1017,1.017,54,0.005,120,7.687,,,,,,,,,,,,,,,,,,,
6/28/2016,,T4,P,28.7,30.1,29.4,4.1275,0,19.0,19.0,1017,1.017,54,0.005,180,10.773,452.258,0.318,,,,,,,,,,,,,,,,,
6/28/2016,4N,T1,N,27,28.8,27.9,4.1275,0,19.5,19.5,1044,1.044,54,0.005,30,2.441,1445.682,0.387,0.000,5.867,0.000203849,24.62515651,231.937582,0.231937582,0.023193758,137375.5824,137.3755824,13.73755824,85.74,0.0857,0.01,,,,
6/28/2016,,T2,N,27,28.8,27.9,4.1275,0,19.5,19.5,1044,1.044,54,0.005,60,2.365,1949.729,0.406,,,,,,,,,,,,,,,,,
6/28/2016,,T3,N,27,28.8,27.9,4.1275,0,19.5,19.5,1044,1.044,54,0.005,120,,,,,,,,,,,,,,,,,,,,
6/28/2016,,T4,N,27,28.8,27.9,4.1275,0,19.5,19.5,1044,1.044,54,0.005,180,2.379,2435.011,0.422,,,,,,,,,,,,,,,,,
6/28/2016,4P,T1,P,28.1,28.5,28.3,4.1275,0,18.5,18.5,990,0.990,54,0.005,30,2.582,336.631,0.334,-0.002,0.892,0.000119785,29.77759473,192.5091306,0.192509131,0.019250913,25096.7545,25.0967545,2.50967545,58.18,0.0582,0.01,,,,
6/28/2016,,T2,P,28.1,28.5,28.3,4.1275,0,18.5,18.5,990,0.990,54,0.005,60,2.562,338.950,0.339,,,,,,,,,,,,,,,,,
6/28/2016,,T3,P,28.1,28.5,28.3,4.1275,0,18.5,18.5,990,0.990,54,0.005,120,2.406,380.757,0.345,,,,,,,,,,,,,,,,,
6/28/2016,,T4,P,28.1,28.5,28.3,4.1275,0,18.5,18.5,990,0.990,54,0.005,180,2.336,469.191,,,,,,,,,,,,,,,,,,
6/28/2016,5N,T1,N,27.1,29,28.05,4.1275,0,18.0,18.0,963,0.963,54,0.005,30,52.857,449.962,0.326,-0.231,0.830,8.41882E-05,24.63336079,4634.813427,4.634813427,0.463481343,39455.33726,39.45533726,3.945533726,66.63,0.0666,0.01,,,,
6/28/2016,,T2,N,27.1,29,28.05,4.1275,0,18.0,18.0,963,0.963,54,0.005,60,43.532,477.339,,,,,,,,,,,,,,,,,,
6/28/2016,,T3,N,27.1,29,28.05,4.1275,0,18.0,18.0,963,0.963,54,0.005,120,31.620,554.914,0.338,,,,,,,,,,,,,,,,,
6/28/2016,,T4,N,27.1,29,28.05,4.1275,0,18.0,18.0,963,0.963,54,0.005,180,,567.381,0.338,,,,,,,,,,,,,,,,,
6/28/2016,5P,T1,P,28.7,29.3,29,4.1275,0,19.0,19.0,1017,1.017,54,0.005,30,18.170,471.031,0.332,0.098,-0.384,-0.000128432,29.8369028,1388.450528,1.388450528,0.138845053,35994.05223,35.99405223,3.599405223,59.20,0.0592,0.01,,,,
6/28/2016,,T2,P,28.7,29.3,29,4.1275,0,19.0,19.0,1017,1.017,54,0.005,60,24.737,435.304,0.330,,,,,,,,,,,,,,,,,
6/28/2016,,T3,P,28.7,29.3,29,4.1275,0,19.0,19.0,1017,1.017,54,0.005,120,29.811,,0.320,,,,,,,,,,,,,,,,,
6/28/2016,,T4,P,28.7,29.3,29,4.1275,0,19.0,19.0,1017,1.017,54,0.005,180,33.768,405.334,0.314,,,,,,,,,,,,,,,,,
6/28/2016,6N,T1,N,27.7,29.6,28.65,4.1275,0,19.0,19.0,1017,1.017,54,0.005,30,74.583,526.886,0.349,-0.191,-0.474,-6.41076E-05,24.68258649,6889.424205,6.889424205,0.68894242,48669.90198,48.66990198,4.866990198,75.14,0.0751,0.01,,,,
6/28/2016,,T2,N,27.7,29.6,28.65,4.1275,0,19.0,19.0,1017,1.017,54,0.005,60,78.059,498.848,0.334,,,,,,,,,,,,,,,,,
6/28/2016,,T3,N,27.7,29.6,28.65,4.1275,0,19.0,19.0,1017,1.017,54,0.005,120,60.828,481.475,0.334,,,,,,,,,,,,,,,,,
6/28/2016,,T4,N,27.7,29.6,28.65,4.1275,0,19.0,19.0,1017,1.017,54,0.005,180,49.171,,0.336,,,,,,,,,,,,,,,,,
6/28/2016,6P,T1,P,26.8,29.6,28.2,4.1275,0,18.5,18.5,990,0.990,54,0.005,30,20.874,284.441,0.322,0.136,0.370,-0.000109324,29.6490939,1562.977803,1.562977803,0.15629778,21297.78298,21.29778298,2.129778298,56.26,0.0563,0.01,,,,
6/28/2016,,T2,P,26.8,29.6,28.2,4.1275,0,18.5,18.5,990,0.990,54,0.005,60,32.309,300.257,0.327,,,,,,,,,,,,,,,,,
6/28/2016,,T3,P,26.8,29.6,28.2,4.1275,0,18.5,18.5,990,0.990,54,0.005,120,40.491,329.471,0.320,,,,,,,,,,,,,,,,,
6/28/2016,,T4,P,26.8,29.6,28.2,4.1275,0,18.5,18.5,990,0.990,54,0.005,180,42.629,338.890,0.307,,,,,,,,,,,,,,,,,
6/28/2016,7N,T1,N,28.1,30,29.05,4.1275,0,18.5,18.5,990,0.990,54,0.005,30,47.785,448.472,0.344,-0.119,0.305,-5.8196E-05,24.71540362,4292.182744,4.292182744,0.429218274,40282.85826,40.28285826,4.028285826,72.01,0.0720,0.01,,,,
6/28/2016,,T2,N,28.1,30,29.05,4.1275,0,18.5,18.5,990,0.990,54,0.005,60,43.677,440.024,0.341,,,,,,,,,,,,,,,,,
6/28/2016,,T3,N,28.1,30,29.05,4.1275,0,18.5,18.5,990,0.990,54,0.005,120,34.941,472.439,0.338,,,,,,,,,,,,,,,,,
6/28/2016,,T4,N,28.1,30,29.05,4.1275,0,18.5,18.5,990,0.990,54,0.005,180,30.250,,,,,,,,,,,,,,,,,,,
6/28/2016,7P,T1,P,26.8,29.2,28,4.1275,0,17.5,17.5,937,0.937,54,0.005,30,13.278,344.582,0.340,0.077,0.352,-0.000124028,29.6490939,940.4525308,0.940452531,0.094045253,24406.18898,24.40618898,2.440618898,56.18,0.0562,0.01,,,,
6/28/2016,,T2,P,26.8,29.2,28,4.1275,0,17.5,17.5,937,0.937,54,0.005,60,18.098,376.220,0.342,,,,,,,,,,,,,,,,,
6/28/2016,,T3,P,26.8,29.2,28,4.1275,0,17.5,17.5,937,0.937,54,0.005,120,21.852,380.453,0.336,,,,,,,,,,,,,,,,,
6/28/2016,,T4,P,26.8,29.2,28,4.1275,0,17.5,17.5,937,0.937,54,0.005,180,25.525,,0.322,,,,,,,,,,,,,,,,,
6/28/2016,8N,T1,N,28.5,30.5,29.5,4.1275,0,19.0,19.0,1017,1.017,54,0.005,30,3.549,440.293,0.349,-0.006,-0.303,-8.88273E-05,24.74822076,326.9627172,0.326962717,0.032696272,40563.25642,40.56325642,4.056325642,74.98,0.0750,0.01,,,,
6/28/2016,,T2,N,28.5,30.5,29.5,4.1275,0,19.0,19.0,1017,1.017,54,0.005,60,3.276,505.634,0.344,,,,,,,,,,,,,,,,,
6/28/2016,,T3,N,28.5,30.5,29.5,4.1275,0,19.0,19.0,1017,1.017,54,0.005,120,2.989,377.788,,,,,,,,,,,,,,,,,,
6/28/2016,,T4,N,28.5,30.5,29.5,4.1275,0,19.0,19.0,1017,1.017,54,0.005,180,,438.245,0.335,,,,,,,,,,,,,,,,,
6/28/2016,8P,T1,P,27,29.3,28.15,4.1275,0,19.5,19.5,1044,1.044,54,0.005,30,6.345,327.475,0.334,-0.016,-0.625,0.000123656,29.66886326,500.4620757,0.500462076,0.050046208,25828.13106,25.82813106,2.582813106,61.39,0.0614,0.01,,,,
6/28/2016,,T2,P,27,29.3,28.15,4.1275,0,19.5,19.5,1044,1.044,54,0.005,60,8.297,305.976,0.331,,,,,,,,,,,,,,,,,
6/28/2016,,T3,P,27,29.3,28.15,4.1275,0,19.5,19.5,1044,1.044,54,0.005,120,6.370,,0.335,,,,,,,,,,,,,,,,,
6/28/2016,,T4,P,27,29.3,28.15,4.1275,0,19.5,19.5,1044,1.044,54,0.005,180,4.636,232.856,0.352,,,,,,,,,,,,,,,,,
6/28/2016,9N,T1,N,27.2,29.5,28.35,4.1275,0,18.5,18.5,990,0.990,54,0.005,30,1141.858,937.439,0.352,-2.644,-1.469,-0.000121024,24.64156507,102871.8742,102.8718742,10.28718742,84455.45202,84.45545202,8.445545202,73.95,0.0739,0.01,,,,
6/28/2016,,T2,N,27.2,29.5,28.35,4.1275,0,18.5,18.5,990,0.990,54,0.005,60,1069.779,789.323,0.349,,,,,,,,,,,,,,,,,
6/28/2016,,T3,N,27.2,29.5,28.35,4.1275,0,18.5,18.5,990,0.990,54,0.005,120,933.804,737.018,,,,,,,,,,,,,,,,,,
6/28/2016,,T4,N,27.2,29.5,28.35,4.1275,0,18.5,18.5,990,0.990,54,0.005,180,740.335,688.326,0.334,,,,,,,,,,,,,,,,,
6/28/2016,9P,T1,P,28.3,29.8,29.05,4.1275,0,18.5,18.5,990,0.990,54,0.005,30,15.365,427.988,0.359,-0.053,-0.706,-1.25471E-05,29.79736409,1144.745231,1.144745231,0.114474523,31886.50168,31.88650168,3.188650168,62.43,0.0624,0.01,,,,
6/28/2016,,T2,P,28.3,29.8,29.05,4.1275,0,18.5,18.5,990,0.990,54,0.005,60,4.114,364.695,,,,,,,,,,,,,,,,,,
6/28/2016,,T3,P,28.3,29.8,29.05,4.1275,0,18.5,18.5,990,0.990,54,0.005,120,4.323,355.992,0.358,,,,,,,,,,,,,,,,,
6/28/2016,,T4,P,28.3,29.8,29.05,4.1275,0,18.5,18.5,990,0.990,54,0.005,180,4.669,,0.357,,,,,,,,,,,,,,,,,
6/28/2016,10N,T1,N,27.3,30,28.65,4.1275,0,18.0,18.0,963,0.963,54,0.005,30,2.226,1982.487,0.335,-0.001,13.433,-1.43171E-05,24.64976936,195.0251829,0.195025183,0.019502518,173720.5717,173.7205717,17.37205717,68.55,0.0685,0.01,,,,
6/28/2016,,T2,N,27.3,30,28.65,4.1275,0,18.0,18.0,963,0.963,54,0.005,60,,2928.490,0.328,,,,,,,,,,,,,,,,,
6/28/2016,,T3,N,27.3,30,28.65,4.1275,0,18.0,18.0,963,0.963,54,0.005,120,2.146,3531.210,0.329,,,,,,,,,,,,,,,,,
6/28/2016,,T4,N,27.3,30,28.65,4.1275,0,18.0,18.0,963,0.963,54,0.005,180,2.132,4151.563,0.331,,,,,,,,,,,,,,,,,
6/28/2016,10P,T1,P,27.6,30.1,28.85,4.1275,0,18.0,18.0,963,0.963,54,0.005,30,2.429,1182.228,0.329,-0.004,-4.613,-0.000491444,29.72817133,176.4514903,0.17645149,0.017645149,85898.72892,85.89872892,8.589872892,55.78,0.0558,0.01,,,,
6/28/2016,,T2,P,27.6,30.1,28.85,4.1275,0,18.0,18.0,963,0.963,54,0.005,60,2.396,719.905,0.309,,,,,,,,,,,,,,,,,
6/28/2016,,T3,P,27.6,30.1,28.85,4.1275,0,18.0,18.0,963,0.963,54,0.005,120,,,,,,,,,,,,,,,,,,,,
6/28/2016,,T4,P,27.6,30.1,28.85,4.1275,0,18.0,18.0,963,0.963,54,0.005,180,1.830,382.328,0.254,,,,,,,,,,,,,,,,,
6/28/2016,11N,T1,N,26.8,29.2,28,4.1275,0,19.5,19.5,1044,1.044,54,0.005,30,2.169,672.577,0.317,0.001,2.196,4.09378E-05,24.60874794,206.2329332,0.206232933,0.020623293,63954.07577,63.95407577,6.395407577,70.30,0.0703,0.01,,,,
6/28/2016,,T2,N,26.8,29.2,28,4.1275,0,19.5,19.5,1044,1.044,54,0.005,60,,816.991,0.334,,,,,,,,,,,,,,,,,
6/28/2016,,T3,N,26.8,29.2,28,4.1275,0,19.5,19.5,1044,1.044,54,0.005,120,2.275,885.922,0.329,,,,,,,,,,,,,,,,,
6/28/2016,,T4,N,26.8,29.2,28,4.1275,0,19.5,19.5,1044,1.044,54,0.005,180,2.341,,0.328,,,,,,,,,,,,,,,,,
6/28/2016,11P,T1,P,26.5,29.2,27.85,4.1275,0,19.5,19.5,1044,1.044,54,0.005,30,2.391,386.737,0.311,-0.001,-0.157,-0.000120598,29.61943987,188.9026577,0.188902658,0.018890266,30553.06133,30.55306133,3.055306133,57.41,0.0574,0.01,,,,
6/28/2016,,T2,P,26.5,29.2,27.85,4.1275,0,19.5,19.5,1044,1.044,54,0.005,60,2.274,,,,,,,,,,,,,,,,,,,
6/28/2016,,T3,P,26.5,29.2,27.85,4.1275,0,19.5,19.5,1044,1.044,54,0.005,120,,367.067,0.302,,,,,,,,,,,,,,,,,
6/28/2016,,T4,P,26.5,29.2,27.85,4.1275,0,19.5,19.5,1044,1.044,54,0.005,180,2.243,363.946,0.293,,,,,,,,,,,,,,,,,
6/28/2016,12N,T1,N,28,30,29,4.1275,0,18.0,18.0,963,0.963,54,0.005,30,2.098,318.893,0.331,0.002,15.260,0.022829353,24.70719934,183.3736154,0.183373615,0.018337362,27878.89663,27.87889663,2.787889663,67.42,0.0674,0.01,,,,
6/28/2016,,T2,N,28,30,29,4.1275,0,18.0,18.0,963,0.963,54,0.005,60,2.296,1567.894,2.430,,,,,,,,,,,,,,,,,
6/28/2016,,T3,N,28,30,29,4.1275,0,18.0,18.0,963,0.963,54,0.005,120,,,,,,,,,,,,,,,,,,,,
6/28/2016,,T4,N,28,30,29,4.1275,0,18.0,18.0,963,0.963,54,0.005,180,2.412,2871.646,4.226,,,,,,,,,,,,,,,,,
6/28/2016,12P,T1,P,27.1,29.9,28.5,4.1275,0,18.0,18.0,963,0.963,54,0.005,30,2.387,999.185,1.424,-0.002,-1.137,-0.007457424,29.67874794,173.6974198,0.17369742,0.017369742,72720.02075,72.72002075,7.272002075,241.83,0.2418,0.02,,,,
6/28/2016,,T2,P,27.1,29.9,28.5,4.1275,0,18.0,18.0,963,0.963,54,0.005,60,,465.180,,,,,,,,,,,,,,,,,,
6/28/2016,,T3,P,27.1,29.9,28.5,4.1275,0,18.0,18.0,963,0.963,54,0.005,120,2.131,516.410,0.359,,,,,,,,,,,,,,,,,
6/28/2016,,T4,P,27.1,29.9,28.5,4.1275,0,18.0,18.0,963,0.963,54,0.005,180,2.020,705.212,0.362,,,,,,,,,,,,,,,,,
6/28/2016,13N,T1,N,26.7,30,28.35,4.1275,0,18.5,18.5,990,0.990,54,0.005,30,1375.177,909.078,0.322,-3.706,-1.494,-6.85868E-05,24.60054366,124098.553,124.098553,12.4098553,82036.9172,82.0369172,8.20369172,67.70,0.0677,0.01,,,,
6/28/2016,,T2,N,26.7,30,28.35,4.1275,0,18.5,18.5,990,0.990,54,0.005,60,1241.193,796.607,0.315,,,,,,,,,,,,,,,,,
6/28/2016,,T3,N,26.7,30,28.35,4.1275,0,18.5,18.5,990,0.990,54,0.005,120,954.719,761.077,,,,,,,,,,,,,,,,,,
6/28/2016,,T4,N,26.7,30,28.35,4.1275,0,18.5,18.5,990,0.990,54,0.005,180,832.567,,0.310,,,,,,,,,,,,,,,,,
6/28/2016,13P,T1,P,26.8,30.5,28.65,4.1275,0,18.0,18.0,963,0.963,54,0.005,30,56.934,301.863,0.321,0.258,1.345,-0.000109437,29.6490939,4147.798961,4.147798961,0.414779896,21991.39605,21.99139605,2.199139605,54.63,0.0546,0.01,,,,
6/28/2016,,T2,P,26.8,30.5,28.65,4.1275,0,18.0,18.0,963,0.963,54,0.005,60,72.045,275.520,0.324,,,,,,,,,,,,,,,,,
6/28/2016,,T3,P,26.8,30.5,28.65,4.1275,0,18.0,18.0,963,0.963,54,0.005,120,,409.580,,,,,,,,,,,,,,,,,,
6/28/2016,,T4,P,26.8,30.5,28.65,4.1275,0,18.0,18.0,963,0.963,54,0.005,180,98.081,,0.307,,,,,,,,,,,,,,,,,
6/28/2016,14N,T1,N,26.1,28.5,27.3,4.1275,0,19.0,19.0,1017,1.017,54,0.005,30,3.804,109.728,0.317,-0.006,0.321,-6.1376E-05,24.55131796,353.2793867,0.353279387,0.035327939,10190.03965,10.19003965,1.019003965,68.59,0.0686,0.01,,,,
6/28/2016,,T2,N,26.1,28.5,27.3,4.1275,0,19.0,19.0,1017,1.017,54,0.005,60,2.511,,0.316,,,,,,,,,,,,,,,,,
6/28/2016,,T3,N,26.1,28.5,27.3,4.1275,0,19.0,19.0,1017,1.017,54,0.005,120,2.550,145.049,,,,,,,,,,,,,,,,,,
6/28/2016,,T4,N,26.1,28.5,27.3,4.1275,0,19.0,19.0,1017,1.017,54,0.005,180,2.589,156.983,0.308,,,,,,,,,,,,,,,,,
6/28/2016,14P,T1,P,26.2,28.7,27.45,4.1275,0,19.0,19.0,1017,1.017,54,0.005,30,15.556,439.496,0.302,0.151,-0.103,-8.99374E-05,29.58978583,1198.628975,1.198628975,0.119862897,33864.73458,33.86473458,3.386473458,54.39,0.0544,0.01,,,,
6/28/2016,,T2,P,26.2,28.7,27.45,4.1275,0,19.0,19.0,1017,1.017,54,0.005,60,31.397,279.881,0.307,,,,,,,,,,,,,,,,,
6/28/2016,,T3,P,26.2,28.7,27.45,4.1275,0,19.0,19.0,1017,1.017,54,0.005,120,37.481,360.511,0.304,,,,,,,,,,,,,,,,,
6/28/2016,,T4,P,26.2,28.7,27.45,4.1275,0,19.0,19.0,1017,1.017,54,0.005,180,41.072,371.851,0.290,,,,,,,,,,,,,,,,,
6/28/2016,15N,T1,N,26.6,28.7,27.65,4.1275,0,19.5,19.5,1044,1.044,54,0.005,30,2.847,341.327,0.316,-0.001,5.463,-3.85149E-05,24.59233937,270.9110987,0.270911099,0.02709111,32477.75992,32.47775992,3.247775992,70.14,0.0701,0.01,,,,
6/28/2016,,T2,N,26.6,28.7,27.65,4.1275,0,19.5,19.5,1044,1.044,54,0.005,60,2.513,789.349,,,,,,,,,,,,,,,,,,
6/28/2016,,T3,N,26.6,28.7,27.65,4.1275,0,19.5,19.5,1044,1.044,54,0.005,120,2.623,889.865,0.322,,,,,,,,,,,,,,,,,
6/28/2016,,T4,N,26.6,28.7,27.65,4.1275,0,19.5,19.5,1044,1.044,54,0.005,180,2.519,,0.309,,,,,,,,,,,,,,,,,
6/28/2016,15P,T1,P,26.8,29.4,28.1,4.1275,0,20.0,20.0,1070,1.070,54,0.005,30,4.894,290.351,0.312,0.023,0.789,-0.000109563,29.6490939,396.1783536,0.396178354,0.039617835,23502.95405,23.50295405,2.350295405,58.90,0.0589,0.01,,,,
6/28/2016,,T2,P,26.8,29.4,28.1,4.1275,0,20.0,20.0,1070,1.070,54,0.005,60,5.086,379.044,0.316,,,,,,,,,,,,,,,,,
6/28/2016,,T3,P,26.8,29.4,28.1,4.1275,0,20.0,20.0,1070,1.070,54,0.005,120,6.960,374.371,0.307,,,,,,,,,,,,,,,,,
6/28/2016,,T4,P,26.8,29.4,28.1,4.1275,0,20.0,20.0,1070,1.070,54,0.005,180,8.086,,0.297,,,,,,,,,,,,,,,,,
6/28/2016,16N,T1,N,29.8,30.2,30,4.1275,0,19.5,19.5,1044,1.044,54,0.005,30,2.718,1230.432,0.367,-0.004,3.208,0.00041463,24.85487644,255.9357826,0.255935783,0.025593578,115840.9247,115.8409247,11.58409247,80.63,0.0806,0.01,,,,
6/28/2016,,T2,N,29.8,30.2,30,4.1275,0,19.5,19.5,1044,1.044,54,0.005,60,2.327,1240.288,0.361,,,,,,,,,,,,,,,,,
6/28/2016,,T3,N,29.8,30.2,30,4.1275,0,19.5,19.5,1044,1.044,54,0.005,120,2.298,1379.706,0.384,,,,,,,,,,,,,,,,,
6/28/2016,,T4,N,29.8,30.2,30,4.1275,0,19.5,19.5,1044,1.044,54,0.005,180,,1710.361,0.427,,,,,,,,,,,,,,,,,
6/28/2016,16P,T1,P,27.3,30.3,28.8,4.1275,0,19.5,19.5,1044,1.044,54,0.005,30,2.467,333.060,0.307,0.000,1.193,-1.33573E-05,29.6985173,194.4187908,0.194418791,0.019441879,26242.4146,26.2424146,2.62424146,56.44,0.0564,0.01,,,,
6/28/2016,,T2,P,27.3,30.3,28.8,4.1275,0,19.5,19.5,1044,1.044,54,0.005,60,2.450,303.525,,,,,,,,,,,,,,,,,,
6/28/2016,,T3,P,27.3,30.3,28.8,4.1275,0,19.5,19.5,1044,1.044,54,0.005,120,,,0.309,,,,,,,,,,,,,,,,,
6/28/2016,,T4,P,27.3,30.3,28.8,4.1275,0,19.5,19.5,1044,1.044,54,0.005,180,2.414,490.195,0.305,,,,,,,,,,,,,,,,,
6/28/2016,17N,T1,N,26.6,29.3,27.95,4.1275,0,18.5,18.5,990,0.990,54,0.005,30,2.907,460.634,0.338,0.042,0.516,-3.17277E-05,24.59233937,262.389115,0.262389115,0.026238912,41582.32238,41.58232238,4.158232238,71.27,0.0713,0.01,,,,
6/28/2016,,T2,N,26.6,29.3,27.95,4.1275,0,18.5,18.5,990,0.990,54,0.005,60,,455.030,0.338,,,,,,,,,,,,,,,,,
6/28/2016,,T3,N,26.6,29.3,27.95,4.1275,0,18.5,18.5,990,0.990,54,0.005,120,8.209,,,,,,,,,,,,,,,,,,,
6/28/2016,,T4,N,26.6,29.3,27.95,4.1275,0,18.5,18.5,990,0.990,54,0.005,180,8.914,531.053,0.334,,,,,,,,,,,,,,,,,
6/28/2016,17P,T1,P,27.8,30.1,28.95,4.1275,0,19.0,19.0,1017,1.017,54,0.005,30,5.794,335.001,0.322,0.014,0.371,-8.00292E-05,29.74794069,444.0511226,0.444051123,0.044405112,25675.84144,25.67584144,2.567584144,57.58,0.0576,0.01,,,,
6/28/2016,,T2,P,27.8,30.1,28.95,4.1275,0,19.0,19.0,1017,1.017,54,0.005,60,7.543,,0.324,,,,,,,,,,,,,,,,,
6/28/2016,,T3,P,27.8,30.1,28.95,4.1275,0,19.0,19.0,1017,1.017,54,0.005,120,7.804,393.185,0.321,,,,,,,,,,,,,,,,,
6/28/2016,,T4,P,27.8,30.1,28.95,4.1275,0,19.0,19.0,1017,1.017,54,0.005,180,8.313,387.073,0.311,,,,,,,,,,,,,,,,,
6/28/2016,18N,T1,N,28.6,30.6,29.6,4.1275,0,18.5,18.5,990,0.990,54,0.005,30,2.498,1502.462,0.332,-0.002,7.839,-7.93607E-05,24.75642504,223.9633717,0.223963372,0.022396337,134731.3089,134.7313089,13.47313089,69.52,0.0695,0.01,,,,
6/28/2016,,T2,N,28.6,30.6,29.6,4.1275,0,18.5,18.5,990,0.990,54,0.005,60,2.477,2053.163,0.336,,,,,,,,,,,,,,,,,
